id,name,price,original_price,discount_rate,rating_average,review_count,quantity_sold,brand,category,url_key
274765124,Thức Ăn Cho Mèo Whiskas Adult 1+ YearsVị Cá Ngừ 480g/Túi,50000,100000,50,5.0,2,83,Whiskas,Root,thuc-an-cho-meo-whiskas-adult-1-yearsvi-ca-ngu-480g-tui-p274765124
88073058,Túi chống nước UAG WaterProof cho điện thoại - Hàng Chính Hãng,140000,200000,30,4.8,97,710,UAG,Thiết Bị Số - Phụ Kiện Số,tui-chong-nuoc-uag-waterproof-cho-dien-thoai-hang-chinh-hang-p88073058
186552176,Quạt Hộp USS-Hàng Chính Hãng,280000,280000,0,5.0,1,34,USS,Điện Gia Dụng,qua-t-ho-p-uss-ha-ng-chi-nh-ha-ng-p186552176
278682565,Sách 6 Vật Liệu Định Hình Văn Minh Nhân Loại,185400,299000,38,5.0,4,152,No Brand,Lịch Sử Thế Giới,sach-6-vat-lieu-dinh-hinh-van-minh-nhan-loai-p278682565
50691053,"Quần tây, quần âu suông nữ công sở Haint Boutique QT26",249000,249000,0,1.0,2,16,Haint Boutique,Thời Trang,quan-tay-quan-au-suong-nu-cong-so-haint-boutique-qt26-p50691053
278961233,"Bao Lì Xì Gieo Quẻ Mẫu Mới, Bộ 12 quẻ rút thăm xin quẻ Cực Xịn",79000,79000,0,5.0,1,30,OEM,Văn Hóa Phẩm,bao-li-xi-gieo-que-mau-moi-bo-12-que-rut-tham-xin-que-cuc-xin-p278961233
6840059,Combo 2 Tã Dán Người Lớn SunMate G2 Size M10 (10 Miếng),143000,182618,22,4.8,524,16814,SunMate,Đồ Chơi - Mẹ & Bé,combo-2-ta-dan-nguoi-lon-sunmate-g2-size-m10-10-mieng-p6840059
44372249,Kính vạn hoa ma thuật Đồ chơi ống nhòm cho bé (giao mẫu ngẫu nhiên),38250,38250,0,5.0,1,5,OEM,Đồ Chơi - Mẹ & Bé,kinh-van-hoa-ma-thuat-do-choi-ong-nhom-cho-be-giao-mau-ngau-nhien-p44372249
278756672,Đồ Chơi Lắp Ráp Cửa Hàng Đồ Chơi 125X80X165Mm 1643,259000,259000,0,0.0,0,0,Loz,Root,do-choi-lap-rap-cua-hang-do-choi-125x80x165mm-1643-p278756672
98578829,Thùng 24 Lon Nước Ngọt Có Gaz 7Up lon xanh (320ml/lon),246000,260000,5,4.6,627,4814,7up,Bách Hóa Online,thung-24-lon-nuoc-ngot-co-gaz-7up-320ml-lon-p98578829
96175682,"Giường ngủ gấp gọn thông minh NIKITA, Xếp thành ghế SOFA dễ di chuyển",1589000,1589000,0,4.7,206,713,Nikita,Nội thất phòng ngủ khác,giuong-ngu-gap-gon-thong-minh-nikita-xep-thanh-ghe-sofa-de-di-chuyen-p96175682
275695922,Nồi Chiên Hơi Nước TAPUHO TSF16 Dung Tích 16L 60 Chương Trình Nấu Công suất 1000W - 1800W Bảo Hành 24 Tháng- Hàng Chính Hãng,4690000,4690000,0,5.0,3,0,TAPUHO,Unknown,noi-chien-hoi-nuoc-tapuho-tsf16-dung-tich-16l-60-chuong-trinh-nau-cong-suat-1000w-1800w-bao-hanh-24-thang-p275695922
248638181,Bình uống trực tiếp AXSTARS Richell Nhật Bản 450ml chống sặc cho bé từ 8 tháng | Baby,539018,539018,0,0.0,0,1,Richell,Root,binh-uong-truc-tiep-axstars-richell-nhat-ban-450ml-chong-sac-cho-be-tu-8-thang-baby-p248638181
101949408,Quần lót nữ Jones thun  lạnh ren 001,12900,12900,0,5.0,46,373,jones'.,Root,quan-lot-nu-jones-thun-lanh-ren-p101949408
37946843,Sách Succeed In The Cambridge Pre-A1 Starters English Test (Kèm CD Hoặc File MP3),92000,118000,22,4.5,18,177,No Brand,Sách tiếng Việt,sach-succeed-in-the-cambridge-pre-a1-starters-english-test-kem-cd-hoac-file-mp3-p37946843
278068466,"Khăn trải bàn họa tiết caro  180cm x 140cm , chống nước  thích hợp đi dã ngoại picnic/ khăn trải bàn học/ bàn làm việc ",83000,89000,7,3.8,4,8,LYNUSAN,Nhà Cửa - Đời Sống,khan-trai-ban-hoa-tiet-caro-180cm-x-140cm-chong-nuoc-thich-hop-di-da-ngoai-picnic-khan-trai-ban-hoc-ban-lam-viec-p278068466
201529616,Ốp lưng dành cho Iphone 14 - Iphone 14 Plus - Iphone 14 Pro - Iphone 14 Pro Max - Moon,53000,60000,12,0.0,0,0,OLSG,Root,op-lung-danh-cho-iphone-14-iphone-14-plus-iphone-14-pro-iphone-14-pro-max-moon-p201529616
274987524,Nồi áp suất Bear SB-AS25L 2.5L (600W) - Hàng chính hãng,1243000,2350000,47,5.0,2,12,Bear,Root,noi-ap-suat-bear-sb-as25l-2-5l-600w-hang-chinh-hang-p274987524
278872428,Tủ sấy quần áo Elmich CDE-8641 - Hàng Chính Hãng,1358000,2988000,55,5.0,2,27,Elmich,Máy sấy quần áo,tu-say-quan-ao-elmich-cde-8641-hang-chinh-hang-p278872428
271312499,Tai nghe Bluetooth True Wireless Sony WF-1000XM5 - Hàng Chính Hãng,5040000,6990000,28,4.8,21,109,Sony,Tai Nghe Bluetooth,tai-nghe-bluetooth-true-wireless-sony-wf-1000xm5-hang-chinh-hang-p271312499
276120744,"Máy sấy tóc thời trang BD-1000, 1000W, 2 cấp độ sấy nóng và 1 cấp độ sấy gió mát. Hàng chính hãng",129000,129000,0,0.0,0,1,Bigsun,Điện Gia Dụng,may-say-toc-thoi-trang-bd-1000-1000w-3-cap-do-say-nong-va-1-cap-do-say-gio-mat-p276120744
247427687,Sữa bột Nestlé NAN OPTIPRO PLUS 3 1500g/lon với 5HMO (1-2 tuổi),775000,775000,0,5.0,197,6867,NAN,Sữa cho bé dưới 24 tháng ,sua-bot-nestle-nan-optipro-plus-3-1500g-lon-voi-5hmo-1-2-tuoi-p247427687
186349365,Lõi lọc không khí Xiaomi Xiaomi Mi Air Purifier Filter Có chip RFID - Hàng chính hãng,699000,699000,0,5.0,5,50,Xiaomi,Điện Gia Dụng,loi-loc-khong-khi-xiaomi-xiaomi-mi-air-purifier-filter-co-chip-rfid-hang-chinh-hang-p186349365
278704276,Bình đun siêu tốc Braun WK1100BK - Hàng chính hãng ,677000,999000,32,0.0,0,1,Braun,Điện Gia Dụng,binh-dun-sieu-toc-braun-wk1100bk-hang-chinh-hang-p278704276
278691690,"Đệm cho bé sơ sinh nằm ngủ, vải mềm mát lạnh, êm ái, giúp bé ngủ ngon",299000,299000,0,0.0,0,0,KATINA HOUSE,Đồ Chơi - Mẹ & Bé,dem-cho-be-so-sinh-nam-ngu-vai-mem-mat-lanh-em-ai-giup-be-ngu-ngon-p278691690
187826660,Quần suông ống rộng nữ kiểu TR012,1099000,1099000,0,0.0,0,0,2NDDATE,Root,quan-suong-ong-rong-nu-kieu-tr012-p187826660
32951826,Thùng Sữa đậu nành Vinasoy Fami Canxi ít đường (200ml x 36 Hộp),171000,221000,23,5.0,575,9786,Fami,Sữa đậu nành,thung-sua-dau-nanh-fami-canxi-it-duong-200ml-x-36-hop-p32951826
278989407,"Tã/Bỉm Quần Người Lớn, Người Già Peppy Siêu Mỏng, Siêu Thấm, Mềm Mại, Kháng Khuẩn Size M8/L7/XL7 ",59000,59000,0,0.0,0,0,Peppy,Tã quần cho người lớn,ta-bim-quan-nguoi-lon-nguoi-gia-peppy-sieu-mong-sieu-tham-mem-mai-khang-khuan-size-m8-l7-xl7-p278989407
277497077,"[ HÀNG CHÍNH HÃNG ] Máy tạo độ ẩm (NanoCloud), tích hợp tạo hương tinh dầu, thương hiệu Hà Lan cao cấp Philips - HU5710",3148000,3995000,0,0.0,0,0,Philips,Unknown,hang-chinh-hang-may-tao-do-am-nanocloud-tich-hop-tao-huong-tinh-dau-thuong-hieu-ha-lan-cao-cap-philips-hu5710-p277497077
275240061,03 Cuộn Túi Đựng Rác Màu Đen Cho Gia Đình Bao Đựng Rác Văn Phòng Nặng 1kg,46000,55000,16,0.0,0,29,PEAFLO,Nhà Cửa - Đời Sống,03-cuon-tui-dung-rac-mau-den-cho-gia-dinh-bao-dung-rac-van-phong-nang-1kg-p275240061
272903492,"Sữa tăng chiều cao A2 nguyên kem full cream high in calcium phát triển xương, răng trẻ, chống loãng xương người lớn, tăng sức khỏe-QuaTangMe Extaste",489000,489000,0,5.0,54,10,A2,Bách Hóa Online,combo-2-sua-a2-nguyen-kem-1kg-p272903492
46225060,1kg hạt hạnh nhân - Mỹ Nguyên vỏ,309000,309000,0,4.0,1,1,Dược Liệu Tuệ Tâm,Bách Hóa Online,1kg-hat-hanh-nhan-my-nguyen-vo-p46225060
276702236,Cà Phê Phin Viettin Mart 500G,93800,136000,31,5.0,1,6,VietTin Mart,Bách Hóa Online,ca-phe-phin-viettin-mart-500g-p276702236
278693057,Cozy Icetea Đào 400gr Túi,77000,77000,0,0.0,0,2,Cozy,Trà hòa tan,cozy-icetea-dao-16-tui-x-400gr-tui-p278693057
278101824,Sách Thuyền,94000,128000,27,4.6,17,251,No Brand,Tiểu Thuyết Phương Đông,sach-thuyen-p278101824
276674842,Chuột không dây Logitech Pop Mouse With Emoji (New Edition) - Hàng Chính Hãng,675000,675000,0,0.0,0,11,Logitech,Thiết Bị Số - Phụ Kiện Số,chuot-khong-day-logitech-pop-mouse-with-emoji-new-edition-hang-chinh-hang-p276674842
277312432,"Đầm Linen dáng suông cỏ V có túi 2 bên sườn kèm dây rút eo trẻ trung, tôn dáng da218",320000,320000,0,0.0,0,0,ARCTIC HUNTER,Đầm suông,dam-linen-dang-suong-co-v-co-tui-2-ben-suon-kem-day-rut-eo-tre-trung-ton-dang-da218-p277312432
273309550,[Mẫu mới] Combo 2 Tã quần SunMate siêu khô thoáng G1 mới size L-14+2 miếng,275000,377018,27,5.0,14,427,SunMate,Đồ Chơi - Mẹ & Bé,mau-moi-combo-2-ta-quan-sunmate-sieu-kho-thoang-g1-moi-size-l-14-2-mieng-p273309550
277596966,Sữa bột Nutifood GrowPLUS+ Sữa Non Immunel trên 1 tuổi Lon 800g,662000,662000,0,5.0,2,2672,GrowPlus,Đồ Chơi - Mẹ & Bé,sua-bot-nutifood-growplus-sua-non-immunel-tren-1-tuoi-lon-800g-p277596966
177924918,"Ốp Lưng Dành Cho Samsung Galaxy S22 Ultra, S22 Plus Hiệu Nillkin Nhựa Sần Viền Dẻo Chống Sốc-Hàng Chính Hãng",140000,140000,0,5.0,1,4,Nillkin,Thiết Bị Số - Phụ Kiện Số,op-lung-samsung-galaxy-s22-ultra-s22-plus-hieu-nillkin-nhua-san-vien-deo-chong-soc-hang-chinh-hang-p177924918
175645864,Chỉ giặt tay,550000,550000,0,0.0,0,0,Wannabe,Thời trang nữ,dam-ngu-phi-lua-cao-cap-wannabe-dns42-phoi-ren-suon-hai-ben-quyen-ru-goi-cam-p175645864
1404097,Combo 6 Pick Gảy Đàn Guitar Alice AP100,17000,17000,0,4.8,12,84,Alice,Nhà Cửa - Đời Sống,combo-6-pick-gay-dan-guitar-alice-ap100-p1404097
278804919,Bao Case cho Airpods Pro 3 UNIQ Glase Ultra-Clear Shockproof Case - Hàng Chính Hãng,299000,299000,0,0.0,0,2,UNIQ,Thiết Bị Số - Phụ Kiện Số,bao-case-cho-airpods-pro-3-uniq-glase-ultra-clear-shockproof-case-hang-chinh-hang-p278804919
270734741,Sách Điều cơ thể muốn bạn lắng nghe,85000,125000,32,5.0,4,103,No Brand,Root,sach-dieu-co-the-muon-ban-lang-nghe-p270734741
272564073,"Bếp Điện Từ Toshiba IC-20R1SV - Cảm ứng, tặng Nồi Lẩu Inox cao cấp 1 lớp, 9 mức công suất, model 2023 - Hàng chính hãng",1189000,1450000,18,5.0,1,9,Toshiba,Bếp điện từ đơn,bep-dien-tu-toshiba-ic-20r1sv-cam-ung-tang-noi-lau-inox-cao-cap-1-lop-9-muc-cong-suat-model-2023-hang-chinh-hang-p272564073
278700523,"Deskpad da tấm di chuột miếng lót chuột khổ lớn, thảm da trải bàn làm việc 60x30cm - Hàng chính hãng",96000,99000,3,0.0,0,0,SUZIN,Thiết Bị Số - Phụ Kiện Số,deskpad-da-tam-di-chuot-mieng-lot-chuot-kho-lon-tham-da-trai-ban-lam-viec-60x30cm-hang-chinh-hang-p278700523
278619742,Sách Danh Tác Thế Giới Lầy Lội,160160,208000,23,0.0,0,28,No Brand,Root,sach-danh-tac-the-gioi-lay-loi-p278619742
102432143,Ấm Đun Siêu Tốc Inox 2 Lớp Sunhouse SHD1351 (1.8 Lít) - Hàng Chính Hãng,280280,286000,2,4.3,6,17,Sunhouse,Điện Gia Dụng,am-dun-sieu-toc-inox-2-lop-sunhouse-shd1351-1-8-lit-hang-chinh-hang-p102432143
14134809,Bột quế nguyên chất Viet Healthy 200g,79000,79000,0,4.7,66,804,Viet Healthy,Bách Hóa Online,bot-que-nguyen-chat-viet-healthy-200g-p14134809
270789912,Shin - Cậu Bé Bút Chì Tập 30,24500,25000,2,4.8,30,21,No Brand,Root,shin-cau-be-but-chi-tap-30-p270789912
276937664,Nồi cơm điện cao tần Tiger JPW-H18V - Hàng Chính Hãng ,6745000,6745000,0,0.0,0,0,Tiger,Điện Gia Dụng,noi-com-dien-cao-tan-tiger-jpw-h18v-hang-chinh-hang-p276937664
275295766,Bình sữa mô phỏng tự nhiên mới hiệu Philips Avent  cho trẻ từ 0 tháng tuổi (125ml-đơn)_SCY900.01,221000,221000,0,0.0,0,5,Philips Avent,Root,binh-sua-mo-phong-tu-nhien-moi-hieu-philips-avent-cho-tre-tu-0-thang-tuoi-125ml-don-_scy900-01-p275295766
275625828,"10Gói Dưỡng Hoa Tươi Lâu Greenhome, Longlife, Bón Cho Hoa Cắt Cành, Gói 5gr, Lâu Tàn, Không Hôi Nước",46900,46900,0,4.7,3,53,Greenhome,Nhà Cửa - Đời Sống,10goi-duong-hoa-tuoi-lau-greenhome-longlife-bon-cho-hoa-cat-canh-goi-5gr-lau-tan-khong-hoi-nuoc-p275625828
277384219,Đồ Chơi Lắp Ráp Minecraft Nam Châm Hình Khối Phát Triển Tư Duy Trẻ Em SET 50 CÁI - HÀNG CHÍNH HÃNG MINIIN,119000,119000,0,5.0,1,9,MINIIN,"Lắp ghép, Xếp hình",do-choi-lap-rap-minecraft-nam-cham-hinh-khoi-phat-trien-tu-duy-tre-em-set-50-cai-hang-chinh-hang-miniin-p277384219
277534558,"Gối ôm cho bé Katina House, vải Tencel ruột gòn lông vũ nhân tạo mềm mịn mát, siêu êm",219000,219000,0,0.0,0,0,KATINA HOUSE,Đồ Chơi - Mẹ & Bé,goi-om-tre-em-katina-house-vai-tencel-ruot-gon-long-vu-nhan-tao-mem-min-mat-sieu-em-p277534558
277908696,"Cờ lê vặn vòi nước đa chức năng tiện dụng, cờ lê hở, cờ lê vặn dây cấp nước - Giao Màu Ngẫu Nhiên",100000,100000,0,0.0,0,6,LuckyJQR,Nhà Cửa - Đời Sống,co-le-van-voi-nuoc-da-chuc-nang-tien-dung-co-le-ho-co-le-van-day-cap-nuoc-p277908696
278686358,"Đèn Pin Sạc Đa Năng Kachi MK425: Soi Rọi Mọi Hành Trình, Bừng Sáng Mọi Cuộc Vui - hàng chính hãng",139300,199000,30,4.0,3,4,Kachi,Đèn pin,den-pin-sac-da-nang-kachi-mk425-soi-roi-moi-hanh-trinh-bung-sang-moi-cuoc-vui-hang-chinh-hang-p278686358
251485370,"Born free but now i am expensive, mã G40. Hãy tỏa sáng như kim cương, qua chiếc áo thun Goking siêu hot cho nam nữ trẻ em, cặp đôi, gia đình, đội nhóm",69000,69000,0,0.0,0,0,GOKING,Root,born-free-but-now-i-am-expensive-ma-g40-ao-thun-nam-nu-sieu-dep-p251485370
146417196,1 hộp(500g) Ngũ Cốc Min Min Lợi Sữa 38 Loại Hạt Chuyên Lợi Sữa và Phục Hồi Sức Khỏe Sau Sinh,270000,270000,0,4.5,2,5,Min Min,Bách Hóa Online,1-hop-500g-ngu-coc-min-min-loi-sua-30hat-chuyen-loi-sua-va-phuc-hoi-suc-khoe-sau-sinh-p146417196
242430297,Kính Cường Lực G5 Full Màn Hình cho các dòng Iphone - Hàng chính hãng,38000,65000,42,3.7,3,9,Hoco,Thiết Bị Số - Phụ Kiện Số,kinh-cuong-luc-g5-full-man-hinh-cho-cac-dong-iphone-hang-chinh-hang-p242430297
54058503,Sữa rửa mặt dưỡng trắng Hada Labo Perfect White Tranexamic Acid Cleanser 80g,82000,97000,15,4.7,656,78169,Hada Labo,Sữa rửa mặt,sua-rua-mat-duong-trang-hada-labo-perfect-white-tranexamic-acid-cleanser-80g-p54058503
278838097,Sách Tính Bản Ác (M. Scott Peck) - Tuệ Tri,125000,185000,32,4.8,20,380,No Brand,Sách tư duy - Kỹ năng sống,sach-tinh-ban-ac-p278838097
278818797,Lò vi sóng Sharp R-2040EH-BK 20 Lít - Hàng Chính Hãng,1255000,1890000,34,0.0,0,0,Sharp,Điện Gia Dụng,lo-vi-song-sharp-r-2040eh-bk-20-lit-hang-chinh-hang-p278818797
205694855,Sách Đồi Gió Hú (Bìa Mềm) - Tái Bản,78800,105000,25,4.5,2,83,No Brand,Sách tiếng Việt,sach-doi-gio-hu-bia-mem-tai-ban-p205694855
100296099,Bao da cao cấp dành cho Samsung Galaxy S10 5G dạng ví chính hãng Forwenw - Hàng nhập khẩu,189000,189000,0,0.0,0,2,Forwenw,Thiết Bị Số - Phụ Kiện Số,bao-da-cao-cap-danh-cho-samsung-galaxy-s10-5g-dang-vi-chinh-hang-forwenw-hang-nhap-khau-p100296099
279149930,"Loa Bluetooth Hoco HC30 Led RGB Bản Nâng Cấp Pin 1800mAh, Bluetooth V5.4, hỗ trợ thẻ nhớ TF, cắm USB phát nhạc - Hàng chính hãng",261000,261000,0,4.0,1,1,Hoco,Loa Bluetooth,loa-bluetooth-hoco-hc30-led-rgb-ban-nang-cap-pin-1800mah-bluetooth-v5-4-ho-tro-the-nho-tf-cam-usb-phat-nhac-hang-chinh-hang-p279149930
272372794,Kính cường lực Nillkin CP+ PRO cho iPhone 15 / iPhone 15 Plus / iPhone 15 Pro / iPhone 15 Pro Max - Hàng Chính Hãng,161499,169999,5,0.0,0,2,Nillkin,Thiết Bị Số - Phụ Kiện Số,kinh-cuong-luc-nillkin-cp-pro-cho-iphone-15-iphone-15-plus-iphone-15-pro-iphone-15-pro-max-hang-chinh-hang-p272372794
35043551,Thùng 48 Hộp Sữa Nước Abbott Grow Gold 110ml,649000,804000,19,4.8,216,3079,Grow,Đồ Chơi - Mẹ & Bé,thung-48-hop-sua-nuoc-abbott-grow-gold-110ml-p35043551
276902001,TY NGẬM SILICONE CHO BÉ TỪ SƠ SINH - KUKU,79000,79000,0,0.0,0,0,Ku.Ku Duckbill,Đồ Chơi - Mẹ & Bé,ty-ngam-silicone-cho-be-tu-so-sinh-kuku-p276902001
274132044,CƯA TAY LÁ LIỄU 400MM TOTAL THT55400 - HÀNG CHÍNH HÃNG,115000,115000,0,0.0,0,2,Total,Root,cua-tay-la-lieu-400mm-total-tht55400-hang-chinh-hang-p274132044
277188273,Ốp lưng dành cho Iphone 12 - 12 Pro - 12 Pro Max - 13 Mini - 13 - 13 Pro - 13 Pro Max - Hình Cặp Áo Cam Đỏ - Hàng Chính Hãng,40000,60000,33,0.0,0,0,OLSG,Root,op-lung-danh-cho-iphone-12-12-pro-12-pro-max-13-mini-13-13-pro-13-pro-max-hinh-cap-ao-cam-do-hang-chinh-hang-p277188273
210943263,"️Đồ Bộ Trung Niên️  Đồ Bộ Trung Niên Nữ Trẻ Trung , Quần Áo Sang Trọng Cho Mẹ Chất Đũi Nhật Phối Lưới Mềm Mát",164000,164000,0,0.0,0,2,OEM,Root,do-bo-trung-nien-do-bo-trung-nien-nu-tre-trung-quan-ao-sang-trong-cho-me-chat-dui-nhat-phoi-luoi-mem-mat-p210943263
276357675,"Bao da dạng ví hiệu Caseme dành cho iPhone 13 Pro Max , iPhone 13 , iPhone 13 Pro chống sốc chống va đập, kèm ngăn đựng thẻ đựng tiền tiện lợi - Hàng chính hãng",165000,165000,0,0.0,0,1,GREENCASE,Thiết Bị Số - Phụ Kiện Số,bao-da-dang-vi-hieu-caseme-danh-cho-iphone-13-pro-max-iphone-13-iphone-13-pro-chong-soc-chong-va-dap-kem-ngan-dung-the-dung-tien-tien-loi-hang-chinh-hang-p276357675
273235757,"Sữa Glucerna Úc dành cho người tiểu đường, bổ sung dinh dưỡng, cân bằng đường huyết, tạo sức khỏe tim, tăng sức khỏe chung 850gr",1190000,1190000,0,5.0,75,448,Glucerna,Đồ Chơi - Mẹ & Bé,sua-glucerna-uc-danh-cho-nguoi-tieu-duong-bo-sung-dinh-duong-can-bang-duong-huyet-tao-suc-khoe-tim-tang-suc-khoe-chung-850gr-p273235757
53184033,Sách 2000 Từ Vựng Tiếng Hàn Thiết Yếu Cho Người Mới Bắt Đầu (Tặng Kèm CD),235800,268000,12,0.0,0,4,No Brand,Sách tiếng Việt,sach-2000-tu-vung-tieng-han-thiet-yeu-cho-nguoi-moi-bat-dau-tang-kem-cd-p53184033
263705154,Đặc Sản Bình Thuận  - Cá Cơm Sấy Giòn Đầm Sen - 90G,46000,46000,0,0.0,0,6,Đầm Sen,Bách Hóa Online,ocop-ca-com-say-gion-dam-sen-p263705154
434450,Combo 3 Chai Dầu Tràm Cung Đình (15ml),119000,119000,0,4.3,6,14,Cung Đình,Đồ Chơi - Mẹ & Bé,combo-3-chai-dau-tram-cung-dinh-15ml-p434450
67263771,Áo len cổ tim dài tay chất len đũa dành cho nữ,199000,199000,0,1.0,1,3,Haint Boutique,Thời trang nữ,ao-len-co-tim-dai-tay-chat-len-dua-danh-cho-nu-p67263771
158856464,"MAMA - Mì Mama gói nhỏ hương vị Gà, Mì ăn liền Mama, Mì Thái Lan hương vị Gà (55g/gói)",14400,14400,0,0.0,0,12,MAMA,Bách Hóa Online,giao-hang-toan-quoc-mi-an-lien-thai-lan-mama-vi-thit-ga-thung-30-goi-60gr-ma-ma-p158856464
214231590,LEGO - NINJAGO - 71783 - Chiến Xe Tiến Hóa Của Kai,1899000,1899000,0,0.0,0,0,LEGO,"Lắp ghép, Xếp hình",lego-ninjago-chien-xe-tien-hoa-cua-kai-p214231590
195652204,"Áo kiểu nữ cổ tròn tay lỡ form rộng thoải mái, chất liệu Đũi cao cấp mềm mịn, mát, hoạ tiết Thêu tỉ mỉ NeSa Shop AKH.57",132000,179000,26,5.0,2,11,OEM,Root,ao-kieu-nu-co-tron-tay-lo-form-rong-thoai-mai-chat-lieu-dui-cao-cap-mem-min-mat-hoa-tiet-theu-ti-mi-nesa-shop-akh-57-p195652204
272358633,"Ốp lưng iPhone 15 Pro, 15 Pro Max hiệu Nillkin Camshield Pro chống sốc cực tốt, chất liệu cao cấp, có khung & nắp đậy bảo vệ Camera - Hàng nhập khẩu",169000,199999,15,0.0,0,4,Nillkin,Thiết Bị Số - Phụ Kiện Số,op-lung-iphone-15-pro-15-pro-max-hieu-nillkin-camshield-pro-chong-soc-cuc-tot-chat-lieu-cao-cap-co-khung-nap-day-bao-ve-camera-hang-nhap-khau-p272358633
275209105,"Áo Tank Top Lưới Croptop Cực Xinh Mặc Ngoài Áo Bra Tập Thể Thao, ĐI chơi",119000,125000,5,0.0,0,1,OEM,Thời trang nữ,ao-tank-top-luoi-croptop-cuc-xinh-mac-ngoai-ao-bra-tap-the-thao-di-choi-p275209105
279166794,"Cân Nhà Bếp, Cân Tiểu Ly Điện Tử Mini Chính Hãng Sailaza SA- 1221",450000,450000,0,4.7,41,223,SAILAZA,Root,can-nha-bep-can-tieu-ly-dien-tu-mini-chinh-hang-sailaza-sa-1221-p279166794
199549686,Tai nghe Bluetooth In-ear Sony WI-C100 - Hàng chính hãng,545000,545000,0,5.0,8,42,Sony,Tai Nghe Bluetooth,tai-nghe-bluetooth-in-ear-sony-wi-c100-hang-chinh-hang-p199549686
257856782,Váy Nữ Vải Xước Màu Be Cao Cấp 23V043 Pi Style,199000,199000,0,0.0,0,1,PI Home Of Beauty,Root,vay-nu-vai-xuoc-mau-be-cao-cap-23v043-pi-style-p257856782
