product_id,product_name,brand,platform,category_id
277726561,"Kính Cường Lực Chống Nhìn Trộm KingKong, Bảo Mật Thông Tin Cho iPhone Xr/Xs/Xsmax/11/11pro/11promax đến 16/16pro/16plus/16promax - Không Hộp - Dán Full Màn - Hàng Nhập Khẩu.",Wekome,Tiki,CAT_0003
278294971,"Bao Da Kèm Bàn Phím cho iPad A16 Gen 11 2025 , Gen 10 Nillkin Bumper Combo Có khe cắm bút Apple Pencil",Unknown,Tiki,CAT_0002
276933744,Combo Giáo Trình Chuẩn HSK 1 - Sách Bài Học và Bài tập (Bộ 2 cuốn),No Brand,Tiki,CAT_0002
277256801,Ốp lưng cho Samsung M33 - A16 - A06 - A23 - A32 4G - A52 - Mèo Sao Vàng - Hàng Chính Hãng,Olsg,Tiki,CAT_0002
49649751,Sách Ngàn Năm Chờ Đợi - Diệp Lạc Vô Tâm,No Brand,Tiki,CAT_0006
35283819,Máy Sấy Tóc Panasonic Máy Sấy Tóc Panasonic EH-ND11-W645 Hàng Chính Hãng,Panasonic,Tiki,CAT_0037
48447050,200g trà hoa hòe,Dược Liệu Tuệ Tâm,Tiki,CAT_0014
275306833,Chế phẩm sinh học REASGANT diệt trừ các loại Sâu - Nhện - Rầy - Rệp - Bọ có hại cho cây trồng nguyên liệu ngoại nhập,Bdvx,Tiki,CAT_0038
278764674,Tã/bỉm DÁN sơ sinh Huggies Skin Perfect đủ size NB70+4/S80+2/M76+3 miếng,Huggies,Tiki,CAT_0013
207363280,đồ nữ chất kate,Unknown,Tiki,CAT_0002
275888209,"Bếp Ga Mini Maxsun MS-520 - Công Suất 2200W, Phủ Sứ Cao Cấp -Hàng chính hãng - Bảo hành 12 tháng",Maxsun,Tiki,CAT_0009
277912060,Sách Tư Duy Phản Biện Như Một Luật Sư - Đừng Để Tư Duy Phản Biện Chỉ Là Kỹ Năng Xa Xỉ - Alpha Books,No Brand,Tiki,CAT_0028
15267827,Sách Hoàng Tử Bé (Tái Bản),No Brand,Tiki,CAT_0006
4534531,Máy Làm Sữa Chua Lock&Lock EJY110SLV (1000ml) - Hàng chính hãng,Locknlock,Tiki,CAT_0009
270847918,Sách Lời Thú Tội Mới Của Một Sát Thủ Kinh Tế,No Brand,Tiki,CAT_0039
117339494,BẾP GAS ĐÔI NAMILUX 2063PF(HÀNG CHÍNH HÃNG),Namilux,Tiki,CAT_0009
537515,Thùng 24 Ly Mì Khoai Tây Cung Đình Hương Vị Lẩu Tôm Chua Cay,Cung Đình,Tiki,CAT_0014
6883443,Áo Lót Boya Ren Mút Mỏng MS003,Unknown,Tiki,CAT_0001
412776,Tã Quần Cao Cấp Moony Nhật Bản Bé Trai XL38 (38 Miếng),Moony,Tiki,CAT_0013
113004691,Bàn phím máy tính có dây Newmen E350 - Hàng Chính Hãng,Newmen,Tiki,CAT_0003
276562668,Bàn Ủi Hơi Nước Cầm Tay PHILIPS STH5030/80 - Hàng chính hãng,Philips,Tiki,CAT_0040
277920187,Sách Muôn Sắc Cánh Chuồn: 150+ Loài Chuồn Chuồn Việt Nam,No Brand,Tiki,CAT_0002
278682746,Móc Treo Quần Áo Inox SUS304 Nhiều Mẫu - Nhiều độ dài 6 đến 8 chấu,Unknown,Tiki,CAT_0007
257867982,Kẹp Gỗ Đa Năng  Dùng Để Gắp Kẹp Thức Ăn Bánh Ngọt - Đồ Gỗ Nhà Bếp Thương Hiệu Trường Sơn,Trường Sơn,Tiki,CAT_0007
193589615,Gia Vị Nêm sẵn Phở Bò Aji-Quick Gói 57g,Viettin Mart,Tiki,CAT_0014
276248201,"Ốp lưng X-level da dành cho iPhone viền đen dẻo, lưng da cao cấp , chống bụi bẩn, chống vân tay - hàng chính hãng",Rugger Armor,Tiki,CAT_0002
271075400,"Bộ 5 Tấm Xốp Dán Tường 3D PVC Giả Đá 60x30cm Keo Sẵn Dày 2mm Cao Cấp Cho Tường Nhà Sang trọng, Đẳng Cấp",Unknown,Tiki,CAT_0007
274563259,Bộ Tranh Tương Tác Cô Tiên Xanh - Bộ Tranh Công Viên Nước,Cô Tiên Xanh,Tiki,CAT_0002
278672479,Thùng 48 hộp sữa tươi tiệt trùng TH True Milk  có đường 180ml,Th True Milk,Tiki,CAT_0002
113530805,Sách Tuổi Trẻ Đáng Giá Bao Nhiêu (Tái Bản),No Brand,Tiki,CAT_0028
14936798,Thùng 48 bịch sữa tươi tiệt trùng TH True Milk  ít đường 220ml,Th True Milk,Tiki,CAT_0014
278898772,"Loa Buletooth Bass siêu mạnh kết nối PC Laptop điện thoại tivi, loa vi tính để bàn E-3511 công suất 6W Usb/ jack 3.5mm – Hàng chính hãng",Suzin,Tiki,CAT_0041
278856940,Agatha Christie. Bí Mật Dinh Thự Chimneys,No Brand,Tiki,CAT_0042
277443644,"Móc Treo Đồ Hút Chân Không, Thanh Ngang Treo Đồ Kèm Móc - HÀNG CHÍNH HÃNG MINIIN",Miniin,Tiki,CAT_0007
170572144,"Nước mắm nhĩ cá cơm gia truyền Chánh Đức 50 độ đạm, sánh đặc cốt cá, ủ chượp thùng gỗ cùng muối tinh khiết, sạch sẽ, không chất bảo quản",Chánh Đức,Tiki,CAT_0014
249024085,"Sữa Ensure Úc cho người già, người gầy, người suy dinh dưỡng, người sau phẫu thuật, người mới ốm dậy - Cung cấp đầy đủ dinh dưỡng giúp hồi phục sức khỏe - Vanila (850g/lon) - QuaTangMe Extaste",Abbott,Tiki,CAT_0014
160585832,Sách Veil – Sắc Trắng Yêu Kiều - Tập 3 (Tặng Kèm Postcard),No Brand,Tiki,CAT_0006
230081776,Bộ 2 đầu bàn chải đánh răng điện trẻ em Philips HX6032 - HÀNG NHẬP KHẨU,Philips,Tiki,CAT_0043
274470797,Bình giữ nhiệt Slo 2in1 with tumbler LocknLock LHC4332 (Bình giữ nhiệt và cốc nhựa) 600ml,Locknlock,Tiki,CAT_0007
441925,Nồi Cơm Nắp Gài Midea MR-CM06SB – 0.6 Lít - Hàng chính hãng,Midea,Tiki,CAT_0044
274401235,"Máy uốn tóc xoăn tự động Xiaomi OVIE PIXIE trục uốn 28mm vỏ gốm chống bỏng, bổ sung Ion giảm hư tổn tóc - Hàng nhập khẩu",Xiaomi,Tiki,CAT_0009
278707662,CK50% SÁCH TRƯNG BÀY: Giải thoát ung thư,No Brand,Tiki,CAT_0006
112760341,"Thùng rác treo tủ bếp có nắp đậy thông minh, thùng rác treo tường dán tường, có thanh trượt cửa bếp – Parroti Bin BN02",Parroti,Tiki,CAT_0007
73238895,Áo Cardigan Nữ Duyên Dáng ALN040 MayHomes Áo Khoác Kiểu Nhẹ Và Cute,Mayhomes,Tiki,CAT_0001
277947595,Áo khoát nữ nhung nhung gân trơn 4 túi nhiều màu hàng đẹp dễ thương-A2054,Unknown,Tiki,CAT_0002
278128288,"ACECOOK - Miến Phú Hương hương vị Thịt Bằm, Miến Phú Hương Thịt Bằm, Miến ăn liền Acecook (55g/gói)",Acecook,Tiki,CAT_0014
276640374,"Máy Hút Bụi Cầm Tay Mini Tamashiho Nhật Bản 120W - Lực Hút 9000Pa, Bộ Lọc HEPA, Pin 4000mAh, Đa Chức Năng, HÀNG CHÍNH HÃNG MINIIN",Miniin,Tiki,CAT_0009
276136875,"Cà phê Arabica Cầu Đất, Đà Lạt- 100% cà phê nguyên chất 500 g",Gốc Việt,Tiki,CAT_0014
213704979,Sách Ma Quỷ Dân Gian Ký,No Brand,Tiki,CAT_0002
212237322,Cà phê nguyên chất BLEND B’Lao Farm 50% cà phê Robusta 50% cà phê Arabica cà phê rang mộc pha phin pha máy ngọt hậu C55,B'Lao Farm,Tiki,CAT_0045
1692537,Thùng 12 Hộp Nước Dừa Cocoxim Sen (330ml x12 Hộp),Cocoxim,Tiki,CAT_0014
278788244,Sách Dragon Quest - Cuộc Phiêu Lưu Của Dũng Sĩ Dai [Chọn Tập Lẻ],No Brand,Tiki,CAT_0002
275150248,Chuột Không Dây Logitech M171 - Hàng Chính Hãng,Logitech,Tiki,CAT_0003
137153331,Bột Hành Natas Hũ 60g-Bột Gia Vị Tiện Dụng,Natas,Tiki,CAT_0014
251462367,"Bình Nước Giữ Nhiệt Mini Lõi Inox 304 300ml, Ly Giữ Nhiệt 5 Lớp Cách Nhiệt Cao Cấp Giữ Nhiệt Lên Đến 12 Giờ - HÀNG CHÍNH HÃNG MINIIN",Miniin,Tiki,CAT_0007
270839966,Nồi cơm điện tử áp suất Cuckoo 1.08 lít CRP-R0600F màu đen - Bản Quốc Tế tiếng Anh - Hàng chính hãng,Cuckoo,Tiki,CAT_0009
